resource,logical_input,sample,min_eig,projection_frobenius
canonical,plus,270,0.003445059937228304,3.672250216952841e-16
canonical,plus_i,270,0.013584336674351017,6.511073760217536e-16
canonical,zero,271,0.006147683706814688,8.037500105086798e-17
canonical,one,271,0.013504332454771461,3.2814886442678726e-16
canonical,plus,271,0.020939544842941613,3.9889258138689053e-16
canonical,plus_i,271,0.0031959081341474496,2.662313129779247e-16
canonical,zero,272,0.011551552638929215,4.65907381056038e-16
canonical,one,272,0.018299102324755474,7.908181199756498e-16
canonical,plus,272,0.008952371657380827,3.8359213826947253e-16
canonical,plus_i,272,0.00758362037739468,5.277010565648202e-16
canonical,zero,273,0.011332055225142983,9.064760135211514e-17
canonical,one,273,0.018447577348702907,6.559032819141904e-16
canonical,plus,273,0.015594222775808995,1.7475240438655594e-16
canonical,plus_i,273,0.008850713893152472,1.237212396173465e-15
canonical,zero,274,0.010185389361368369,4.3441021458510264e-17
canonical,one,274,0.019039303743293327,9.500768059447442e-16
canonical,plus,274,0.008344468679405644,2.6116609766209127e-16
canonical,plus_i,274,0.015973290654883874,3.946848630113005e-16
canonical,zero,275,0.007866040711361448,4.485132495340927e-16
canonical,one,275,0.020380133530281876,5.893697131128494e-16
canonical,plus,275,0.012813503271218243,3.607249958883137e-16
canonical,plus_i,275,0.002580793655216489,9.640869594148792e-16
canonical,zero,276,0.013047080697834848,3.5526533836464337e-16
canonical,one,276,0.014949853200174416,1.0533403039536827e-15
canonical,plus,276,0.016199854864917,3.0260360384337586e-16
canonical,plus_i,276,0.009749137044477042,1.0502923361936027e-15
canonical,zero,277,0.011386236947557887,5.606199865110804e-16
canonical,one,277,0.02306969572647771,3.440866554308837e-16
canonical,plus,277,0.0059807596262959175,2.131692570224684e-16
canonical,plus_i,277,0.009258747368670474,4.170091314702509e-16
canonical,zero,278,0.009834534601233572,2.284152817457179e-16
canonical,one,278,0.018275470160743757,3.7363171506923606e-16
canonical,plus,278,0.011943759790360033,5.639615768348529e-16
canonical,plus_i,278,0.006456587485595281,6.487439642522466e-16
canonical,zero,279,0.007485897600099413,9.560720742466111e-17
canonical,one,279,0.017617495738934074,8.296553199197685e-16
canonical,plus,279,0.013164371316152584,4.460942691041228e-16
canonical,plus_i,279,0.019971580598016812,8.716111217516008e-16
canonical,zero,280,0.006700270411092092,3.4742845420301027e-16
canonical,one,280,0.019789502723976234,7.231898641955638e-16
canonical,plus,280,0.003587784814474086,3.6826477725133154e-16
canonical,plus_i,280,0.0001578893761135659,4.048228725556409e-16
canonical,zero,281,0.009153676259611124,3.411538916582352e-16
canonical,one,281,0.022610837796913294,8.750371898797153e-16
canonical,plus,281,0.018939332619921635,1.2715949061168415e-16
canonical,plus_i,281,0.008352829383883306,7.755322315655858e-16
canonical,zero,282,0.009895013911291793,3.406452112393366e-16
canonical,one,282,0.013274556423927216,2.8176928286638657e-16
canonical,plus,282,0.011520191065010494,3.2584660504677465e-16
canonical,plus_i,282,0.011492239482305591,2.8173677198331815e-16
canonical,zero,283,0.005334777187959911,4.6750113760255845e-17
canonical,one,283,0.012079937670556307,7.390883983596472e-16
canonical,plus,283,0.019439217132418526,6.112229918027315e-16
canonical,plus_i,283,0.01701179990266529,6.745749436194971e-16
canonical,zero,284,0.011256149420951125,3.374053883646134e-16
canonical,one,284,0.021975804372506704,3.5022105139664363e-16
canonical,plus,284,0.011376769745978423,7.312669664204503e-16
canonical,plus_i,284,0.007560591941807327,2.644756475891758e-16
canonical,zero,285,0.008911172738733647,1.2376442052017642e-16
canonical,one,285,0.016687581000394636,4.3365311253035087e-16
canonical,plus,285,0.01501891281858862,3.298079566937972e-16
canonical,plus_i,285,0.012913903467969579,3.268423432439429e-16
canonical,zero,286,0.01294054084323628,2.2607131048542956e-16
canonical,one,286,0.019758889021514976,2.0959083455575283e-16
canonical,plus,286,0.018071229003779887,3.8781497970958374e-16
canonical,plus_i,286,0.009838988931692131,6.865243495145099e-16
canonical,zero,287,0.006513842707213972,1.3200578872378888e-16
canonical,one,287,0.014653851277103454,1.085608262399505e-15
canonical,plus,287,0.006226669511882422,2.309203008295754e-16
canonical,plus_i,287,0.006031157538264431,1.1830407523360744e-15
canonical,zero,288,0.007653145732570945,3.536595360875034e-16
canonical,one,288,0.020850632709819013,5.389134406802241e-16
canonical,plus,288,0.011603085507556489,5.069523457968987e-16
canonical,plus_i,288,0.011681051440569511,2.5608937937340566e-16
canonical,zero,289,0.013376240372277155,3.4705607908911827e-16
canonical,one,289,0.020676407363845975,4.235094366629083e-16
canonical,plus,289,0.01639540490156716,5.236868436216774e-16
canonical,plus_i,289,0.014241035840999313,5.37664597127775e-16
canonical,zero,290,0.009828632224532072,1.3072151451895576e-16
canonical,one,290,0.01785289770684357,4.647849397509109e-16
canonical,plus,290,0.01857399136451606,5.481808527937042e-16
canonical,plus_i,290,-0.0022035237688502675,0.0025444100822226067
canonical,zero,291,0.01008424714192295,3.355654591403791e-16
canonical,one,291,0.018646904069853844,2.486772319006238e-16
canonical,plus,291,0.012155993835316861,4.540513397248948e-16
canonical,plus_i,291,0.008666980400869854,4.077139927085487e-16
canonical,zero,292,0.009820195996289324,3.340469297041138e-16
canonical,one,292,0.023057947439659058,1.0009175388789777e-15
canonical,plus,292,0.012468534472870496,5.73509212963864e-16
canonical,plus_i,292,0.015524525754272912,3.1785109657576536e-16
canonical,zero,293,0.011190124759680346,5.597717441984109e-16
canonical,one,293,0.018906566516966313,7.054250977097912e-16
canonical,plus,293,0.016356090124634605,6.37256518577072e-16
canonical,plus_i,293,0.011627136539726577,2.048113289793864e-16
canonical,zero,294,0.007089834289231239,1.3975866460081629e-16
canonical,one,294,0.01835608767937931,3.5854932215349813e-16
canonical,plus,294,0.0023132577662014877,3.509236687650018e-16
canonical,plus_i,294,0.0029337415367095775,5.800724397941648e-16
canonical,zero,295,0.010495496890522302,1.5358260507099713e-16
canonical,one,295,0.0169483465989687,4.598031748967256e-16
canonical,plus,295,0.020034761965057706,2.4705867896979574e-16
canonical,plus_i,295,0.015832434196422156,5.781510905838769e-16
canonical,zero,296,0.008212341023159023,7.899213733794246e-16
canonical,one,296,0.018585805439887134,1.0401678560024273e-15
canonical,plus,296,0.01678317421817603,1.6520565957628712e-16
canonical,plus_i,296,0.0033215358213193576,8.104603202483833e-16
canonical,zero,297,0.010680855781430867,3.3764569346859597e-16
canonical,one,297,0.0180431883422048,1.0911769859203442e-15
canonical,plus,297,0.017998122854933248,7.825506609826478e-17
canonical,plus_i,297,0.006254352854118831,1.8007002063440278e-16
canonical,zero,298,0.011926977415697208,5.645257371337989e-16
canonical,one,298,0.018713934891350717,3.92215017398495e-16
canonical,plus,298,0.010283479466744579,6.050132573126169e-16
canonical,plus_i,298,0.019662227906953815,3.760290739712972e-16
canonical,zero,299,0.011712963495431881,1.2734814140529233e-16
canonical,one,299,0.017223538510527273,4.792146129310953e-16
canonical,plus,299,0.02586026971093065,5.209036220976328e-16
canonical,plus_i,299,0.008771311920852466,9.137022964828662e-16
canonical,zero,300,0.015307578360269726,2.312548082791831e-16
canonical,one,300,0.014295394313428396,1.538707301605373e-15
canonical,plus,300,0.004906790497658526,2.137655191936372e-16
canonical,plus_i,300,0.013583314191577565,1.0377824618491521e-15
canonical,zero,301,0.009453358393187977,1.2188668260039152e-16
canonical,one,301,0.01923092208227787,2.1459228815160392e-16
canonical,plus,301,0.025656298140951935,4.740399717243863e-16
canonical,plus_i,301,0.005712036846461682,7.162163069315417e-16
canonical,zero,302,0.010537644668589632,1.1793179567668732e-16
canonical,one,302,0.02065841053369289,4.68146721858436e-16
canonical,plus,302,0.015572108186568758,1.0179575525437874e-15
canonical,plus_i,302,0.017125067779922502,4.3711976791283737e-16
canonical,zero,303,0.009556007067566657,1.5172540739065255e-16
canonical,one,303,0.021056179764406012,2.5583290129758717e-16
canonical,plus,303,0.02130956096056835,3.617470403334856e-16
canonical,plus_i,303,-0.004163754786703116,0.00480788989388518
canonical,zero,304,0.006755784379223718,3.4181982063976845e-16
canonical,one,304,0.013181332140045668,1.036026653528074e-15
canonical,plus,304,0.015490429949539369,8.456772497376852e-16
canonical,plus_i,304,0.015034313225358552,6.32395638037225e-16
canonical,zero,305,0.007515479864872318,4.492021138370921e-16
canonical,one,305,0.01460660208761557,5.19995478804649e-16
canonical,plus,305,0.005791106911170225,1.632542078980499e-16
canonical,plus_i,305,0.01132139468522592,7.370605088429298e-16
canonical,zero,306,0.013635009888710843,2.45674183549563e-16
canonical,one,306,0.019774495971005095,1.1934753321263944e-15
canonical,plus,306,0.014200077790583791,2.7121945255864125e-16
canonical,plus_i,306,0.011507246828430235,3.287478345079968e-16
canonical,zero,307,0.007126267006815327,6.772581841567078e-16
canonical,one,307,0.01780095501321371,4.821481071762538e-16
canonical,plus,307,0.018191450093601735,2.0842776558385126e-16
canonical,plus_i,307,0.005492374174528185,4.249665367662115e-16
canonical,zero,308,0.011777242251649932,1.204809633128407e-16
canonical,one,308,0.019589575258737762,2.0049088149752975e-16
canonical,plus,308,0.014647239633513042,4.2150389409464947e-16
canonical,plus_i,308,0.00890556301818871,5.109507926887534e-16
canonical,zero,309,0.00675629601368877,2.247094729975264e-16
canonical,one,309,0.019461535102858574,5.127186685913927e-16
canonical,plus,309,0.005037049473941072,3.1713667844408533e-16
canonical,plus_i,309,0.02410282155005175,9.054807898103025e-16
canonical,zero,310,0.010423771186174114,4.497717613547741e-16
canonical,one,310,0.0171265656682227,3.721375142792428e-16
canonical,plus,310,0.017703516081291063,3.0719792850046133e-16
canonical,plus_i,310,0.01228437691003713,4.8461862706196e-16
canonical,zero,311,0.006178783040544839,1.1802814279769392e-16
canonical,one,311,0.01823622692413966,6.306529579304939e-16
canonical,plus,311,0.01600178790520125,9.727919150188745e-16
canonical,plus_i,311,0.014216831454797891,6.477227655794867e-16
canonical,zero,312,0.010173173841461193,3.655616219558068e-16
canonical,one,312,0.015385149187642541,5.983156108076581e-16
canonical,plus,312,0.007375673632892232,5.201148240347732e-16
canonical,plus_i,312,0.010456846070101188,2.1745711914256303e-16
canonical,zero,313,0.00989416168648121,3.391869038140925e-16
canonical,one,313,0.021258644804061134,7.740208532669305e-16
canonical,plus,313,0.008600306706091682,3.089465623326536e-16
canonical,plus_i,313,0.008290948059357227,5.287080295090549e-16
canonical,zero,314,0.011378957731403044,4.632721665460778e-16
canonical,one,314,0.01538389001272744,6.217516904612017e-16
canonical,plus,314,0.020158749359232366,4.420261276110883e-16
canonical,plus_i,314,0.017937250894059214,4.2095246450105087e-16
canonical,zero,315,0.007129740928086221,1.951901188671479e-16
canonical,one,315,0.02260091185130917,4.0080149135107887e-16
canonical,plus,315,0.015322277660397943,9.40467787549081e-16
canonical,plus_i,315,0.019154160104815764,2.017324728041072e-16
canonical,zero,316,0.008966048127576669,3.4044417803556063e-16
canonical,one,316,0.020658503520330572,1.2582599371267304e-15
canonical,plus,316,0.02189506045890864,3.238944706321559e-16
canonical,plus_i,316,0.010097450498201922,7.81062014254089e-16
canonical,zero,317,0.009209815980899295,5.60531474622601e-16
canonical,one,317,0.0202900184381304,2.606687647672242e-16
canonical,plus,317,0.010663392534989059,1.7325645702481105e-16
canonical,plus_i,317,0.011455834341091615,2.989643797846615e-16
canonical,zero,318,0.009529081373688486,4.471502136806392e-16
canonical,one,318,0.020875788963884236,1.2692432865519895e-15
canonical,plus,318,0.020606746593154476,3.922489427200593e-16
canonical,plus_i,318,0.000432360975867935,5.058136751127312e-16
canonical,zero,319,0.00575644557623953,2.2802753891913117e-16
canonical,one,319,0.01765960397072228,4.0302561311585963e-16
canonical,plus,319,0.007384622695895482,4.884321040047908e-16
canonical,plus_i,319,0.004600648602231642,3.1226046519511926e-16
canonical,zero,320,0.011668223438446016,5.566477677795255e-16
canonical,one,320,0.011780908674101405,8.324197851323458e-16
canonical,plus,320,0.013638191319492796,3.2522841320337807e-16
canonical,plus_i,320,0.011262138176248855,5.695192752679855e-16
canonical,zero,321,0.010839342986688226,4.626234642804022e-16
canonical,one,321,0.023843305911694052,9.105194137314361e-17
canonical,plus,321,0.015920065198685145,1.1733853735325457e-15
canonical,plus_i,321,0.01784566572375492,5.90243207657155e-16
canonical,zero,322,0.008111977371735173,2.2432769146652877e-16
canonical,one,322,0.019359874074200346,3.9159572423058094e-16
canonical,plus,322,0.022265145045882083,5.0240116713632085e-16
canonical,plus_i,322,0.018829836683342527,3.848345199544012e-16
canonical,zero,323,0.005466971192673123,3.4101148798890475e-16
canonical,one,323,0.019689688069892942,9.648970030238917e-16
canonical,plus,323,0.005227477109093373,5.752969207675627e-16
canonical,plus_i,323,0.011885703598422436,3.5916801818261587e-16
canonical,zero,324,0.011274277674628347,3.4319299329576503e-16
canonical,one,324,0.0173375687539386,6.232170635612853e-16
canonical,plus,324,0.012169945665554122,8.456287789259947e-16
canonical,plus_i,324,0.004681450828594352,4.934945295880229e-16
canonical,zero,325,0.00606773190978201,8.105540688978042e-17
canonical,one,325,0.02197001017586134,5.662010238425871e-16
canonical,plus,325,0.014916358738363666,1.1494261258061775e-15
canonical,plus_i,325,0.005979429383676662,4.0528585178531656e-16
canonical,zero,326,0.009803434050583707,1.480742344514189e-16
canonical,one,326,0.018846156559014674,4.436441423275262e-16
canonical,plus,326,0.015421980412861889,2.7443193805050323e-16
canonical,plus_i,326,0.009206449783335036,8.471225219035684e-16
canonical,zero,327,0.00787563546647561,3.3707578762920375e-16
canonical,one,327,0.017099225788598245,5.659085025464881e-16
canonical,plus,327,0.008942255139575087,5.94952304259205e-16
canonical,plus_i,327,0.021132564125119994,5.634667847769977e-16
canonical,zero,328,0.004710797552494434,2.40270160617184e-16
canonical,one,328,0.023636307286620986,4.582493291421364e-16
canonical,plus,328,0.01322357469700213,7.266928289085663e-16
canonical,plus_i,328,0.019056224829431548,5.656159286834013e-16
canonical,zero,329,0.004985466057657186,1.3557177585511968e-16
canonical,one,329,0.016103716133766762,3.8933058424258013e-16
canonical,plus,329,0.017501427649382856,2.560172116977025e-16
canonical,plus_i,329,0.014963735305174624,3.627459848874288e-16
canonical,zero,330,0.009081954455699776,2.2699206342914127e-16
canonical,one,330,0.017285873068020954,4.896817086012553e-16
canonical,plus,330,0.009068874186124457,2.3924094660981045e-16
canonical,plus_i,330,0.021864993233930017,9.907959945715316e-16
canonical,zero,331,0.007935060258862404,2.415662781137141e-16
canonical,one,331,0.02197157656865518,6.125102657815777e-16
canonical,plus,331,0.01973010588955662,2.7309687215825935e-16
canonical,plus_i,331,0.005491311214639266,2.8151070874746335e-16
canonical,zero,332,0.009289007973839898,3.3543133652149207e-16
canonical,one,332,0.020016484365309097,3.3139441503276597e-16
canonical,plus,332,0.01974478717090482,1.0623726589738804e-15
canonical,plus_i,332,0.014697022709972456,3.9572517865440973e-16
canonical,zero,333,0.005192055450770684,3.366321536656532e-16
canonical,one,333,0.016387775393511095,3.353341447033061e-16
canonical,plus,333,0.01990699846517775,3.0549854565740606e-16
canonical,plus_i,333,0.021682015471046697,5.985761482698147e-16
canonical,zero,334,0.00892053981291464,1.1863223050764844e-16
canonical,one,334,0.022428629013107614,2.709271762074049e-16
canonical,plus,334,0.024845419802345056,6.153325601040107e-16
canonical,plus_i,334,0.016408754074049105,7.841360874155968e-16
canonical,zero,335,0.008771426423326564,2.325192830153662e-16
canonical,one,335,0.01769262384965659,6.533245803489779e-16
canonical,plus,335,0.014989010926642274,8.331319058106947e-16
canonical,plus_i,335,-0.008730740830540007,0.010081391137474216
canonical,zero,336,0.007388249940366719,4.61610047338731e-16
canonical,one,336,0.01704651583924121,3.8692412576801805e-16
canonical,plus,336,0.020059432871967018,7.881832132736701e-16
canonical,plus_i,336,0.016485565843337376,8.626949200543192e-16
canonical,zero,337,0.005530601255053283,1.1873038538324188e-16
canonical,one,337,0.020465102709216268,5.861528051971963e-16
canonical,plus,337,0.018684185488905287,2.0100394820424452e-16
canonical,plus_i,337,0.003922283634932727,4.4126223918831093e-16
canonical,zero,338,0.0037222098453505337,1.143158421104156e-16
canonical,one,338,0.02013999685983461,4.882846010626487e-16
canonical,plus,338,0.024241577637193597,2.374892825959395e-16
canonical,plus_i,338,0.0019721561468505735,1.1842783557119898e-16
canonical,zero,339,0.005178510764872802,4.520461049470428e-16
canonical,one,339,0.019640885737196804,3.485115224458547e-16
canonical,plus,339,0.008693515552003341,9.9444072940318e-16
canonical,plus_i,339,0.012221794817334536,2.626087171758652e-16
canonical,zero,340,0.01342499337324517,5.58841847620495e-16
canonical,one,340,0.02122669196635554,1.8708003522552687e-16
canonical,plus,340,0.009864045060179972,4.152186033414322e-16
canonical,plus_i,340,0.01677899044628226,3.927391537594508e-16
canonical,zero,341,0.010162528920413248,1.4237188763179057e-16
canonical,one,341,0.019202053248791675,6.294442885084389e-16
canonical,plus,341,0.015917497982697378,2.014595848115023e-16
canonical,plus_i,341,0.0054418139833463585,4.1723491817482005e-16
canonical,zero,342,0.009735072949865035,5.0701726656261364e-17
canonical,one,342,0.024292409291152797,4.002711434777366e-16
canonical,plus,342,0.013801942369236172,6.614610028414491e-16
canonical,plus_i,342,0.01526612192547875,6.884919071671254e-16
canonical,zero,343,0.011822696750399792,3.6245045650669117e-16
canonical,one,343,0.020059874601170303,4.0437212862682293e-16
canonical,plus,343,0.00859767031332833,6.300232728867686e-16
canonical,plus_i,343,0.023356989812949553,8.465726607692214e-16
canonical,zero,344,0.013374098027478569,1.3231472118036373e-16
canonical,one,344,0.014299542500705373,6.890912877507608e-16
canonical,plus,344,0.012665062299131542,5.24965273117814e-16
canonical,plus_i,344,0.01161314018725853,2.878471623129327e-16
canonical,zero,345,0.007669445807661284,2.4346579982412263e-16
canonical,one,345,0.015446678130021346,4.119928310960714e-16
canonical,plus,345,0.01130793299140335,4.4007743476774595e-16
canonical,plus_i,345,0.020595878679691756,2.1380906675499593e-16
canonical,zero,346,0.010604474996092027,1.4203362957471693e-16
canonical,one,346,0.01793355762273104,7.105210315741876e-16
canonical,plus,346,0.015069048543316954,4.303185173946362e-16
canonical,plus_i,346,0.01659251483842899,7.184666756912604e-16
canonical,zero,347,0.009076775710693381,3.3571213379161364e-16
canonical,one,347,0.0181977812293319,1.60649794802425e-15
canonical,plus,347,0.026035567665992448,2.8954037692655487e-16
canonical,plus_i,347,0.00274805178293036,3.1270525903469346e-16
canonical,zero,348,0.00946760760719165,2.353467543997757e-16
canonical,one,348,0.016146524826521385,3.734244243705966e-16
canonical,plus,348,0.012461186339435337,3.2455558983913583e-16
canonical,plus_i,348,0.016797812221024607,3.8041550426561797e-16
canonical,zero,349,0.009226491865451247,4.506615152910781e-16
canonical,one,349,0.021898309908631914,4.974422421355844e-16
canonical,plus,349,0.011226943139658748,3.4650205834787695e-16
canonical,plus_i,349,0.022445178857305157,3.2091103199899743e-16
canonical,zero,350,0.01019695909413055,2.335944214351501e-16
canonical,one,350,0.017891172034256574,1.0169281429126507e-15
canonical,plus,350,0.018626966027480603,5.15853504045793e-16
canonical,plus_i,350,0.006472190735843681,2.279363277658561e-16
canonical,zero,351,0.012493233590198275,4.563489243699377e-16
canonical,one,351,0.019224868313658303,7.462339951875122e-16
canonical,plus,351,0.020438206963319147,3.7782241465363726e-16
canonical,plus_i,351,0.01455056970862256,2.581811159209375e-16
canonical,zero,352,0.009407688477646848,3.5910032976715276e-16
canonical,one,352,0.018379674080568256,2.1346666015970495e-16
canonical,plus,352,0.021019511078413003,5.552172119611781e-16
canonical,plus_i,352,0.016140313061899808,3.0862785616833514e-16
canonical,zero,353,0.0053753199532650935,1.2413882881933434e-16
canonical,one,353,0.02013919680809174,1.0374969967938371e-15
canonical,plus,353,0.0169920877198706,7.465866228735292e-16
canonical,plus_i,353,0.0003813555679538379,4.475439483913236e-16
canonical,zero,354,0.01160319508888423,2.424134709669052e-16
canonical,one,354,0.01784299941456401,4.0382565752153106e-16
canonical,plus,354,0.014689325568931544,8.228946213539928e-16
canonical,plus_i,354,0.011390730057672466,3.015432699590137e-16
canonical,zero,355,0.010198503659023916,2.3170595199195e-16
canonical,one,355,0.021730774901066466,8.459248704115911e-16
canonical,plus,355,0.014824043945066012,9.702704001833003e-16
canonical,plus_i,355,0.01868100541342985,4.958582723063154e-16
canonical,zero,356,0.008548575819721835,3.3925294081181094e-16
canonical,one,356,0.01819593885979055,1.963091558694818e-15
canonical,plus,356,0.015232571358214216,3.910892622288279e-16
canonical,plus_i,356,0.0067020693357181145,5.24826962833892e-16
canonical,zero,357,0.008106255033476596,1.2574859388859636e-16
canonical,one,357,0.01886263181063543,6.846998965817995e-16
canonical,plus,357,0.003178465259209952,4.825541129980536e-16
canonical,plus_i,357,0.011571982610863738,6.358351869745613e-16
canonical,zero,358,0.01327807746010465,1.5140323370784775e-16
canonical,one,358,0.02025782228710055,6.618629536949191e-16
canonical,plus,358,0.012956271393560133,1.2649270352330888e-15
canonical,plus_i,358,0.010172781253015285,2.7868998744745526e-16
canonical,zero,359,0.013464929763633096,3.4342596279047824e-16
canonical,one,359,0.02200109949469086,6.6405248258472155e-16
canonical,plus,359,0.018013520740385796,3.691763005036307e-16
canonical,plus_i,359,0.015535153584631325,4.1325759257216093e-16
canonical,zero,360,0.00907502314566121,5.041085416126839e-17
canonical,one,360,0.01803449691014405,4.844662022012421e-16
canonical,plus,360,0.012142050078231466,7.406367801688648e-16
canonical,plus_i,360,0.024240912490723743,3.772066350013846e-16
canonical,zero,361,0.009737362831476389,6.743737512859838e-17
canonical,one,361,0.01648737619416899,6.942660484166389e-16
canonical,plus,361,0.00745619044278134,4.688236624026314e-16
canonical,plus_i,361,0.009922174162263675,4.028019880082936e-16
canonical,zero,362,0.009526470519557483,2.469432715792955e-16
canonical,one,362,0.020856357719940138,5.967583840965818e-16
canonical,plus,362,0.01861973760759636,2.532913477349178e-16
canonical,plus_i,362,0.017663167979656762,4.727193088518537e-16
canonical,zero,363,0.007380883724643478,1.2865382549893493e-16
canonical,one,363,0.017877107273765337,5.133573523606278e-16
canonical,plus,363,0.01823253026616873,3.495538088204911e-16
canonical,plus_i,363,0.010562517616628166,4.500228454744627e-16
canonical,zero,364,0.012680400176229172,2.3621418952024766e-16
canonical,one,364,0.018915990516224803,1.0293458506935462e-15
canonical,plus,364,0.012995268580094109,5.571514850717792e-16
canonical,plus_i,364,0.018783693937153664,2.1101058992381087e-16
canonical,zero,365,0.009981210540326083,4.490799426862873e-16
canonical,one,365,0.018182120195647015,6.959278134417669e-16
canonical,plus,365,0.008585408707388428,5.212562614187714e-16
canonical,plus_i,365,0.004605825636771299,3.758889998096215e-16
canonical,zero,366,0.009176779765807804,1.658562149302634e-16
canonical,one,366,0.014369943201529517,5.558988639834279e-16
canonical,plus,366,0.010566152547484376,3.1797829109194403e-16
canonical,plus_i,366,0.004909658236795878,8.050434833114231e-16
canonical,zero,367,0.008021385041295915,2.2626756452919536e-16
canonical,one,367,0.019966283498413118,8.668540743846522e-16
canonical,plus,367,0.013934408273747676,7.151490892785054e-16
canonical,plus_i,367,0.01461823754806007,2.801601910245521e-16
canonical,zero,368,0.004185132642401535,2.242209781192131e-16
canonical,one,368,0.020322032550015863,7.317272028166773e-16
canonical,plus,368,0.018244280114643546,4.0362434073825804e-16
canonical,plus_i,368,0.01061659482439195,4.3385018832039794e-16
canonical,zero,369,0.011095449418939342,2.3402538425804903e-16
canonical,one,369,0.022349271009857688,6.531377329888425e-16
canonical,plus,369,0.019181318687321536,4.912696034795145e-16
canonical,plus_i,369,0.017016867388410312,6.465799256897598e-16
canonical,zero,370,0.009006985591486688,3.4147101902387897e-16
canonical,one,370,0.01718864394535229,6.643605214300174e-16
canonical,plus,370,0.01174372650647955,6.864695556525929e-16
canonical,plus_i,370,0.0013920036032548486,2.243400577071291e-16
canonical,zero,371,0.01034497832380735,1.3146898028165675e-16
canonical,one,371,0.019187591436154054,1.194037961209218e-15
canonical,plus,371,0.010032339873857432,6.052333116444807e-16
canonical,plus_i,371,0.013566768552481564,3.1969075813650444e-16
canonical,zero,372,0.013535937471170368,3.7301196973084047e-16
canonical,one,372,0.015040992438701115,7.028385552505047e-16
canonical,plus,372,0.008410152472589904,3.8997415330556286e-16
canonical,plus_i,372,0.010581101764126381,3.972341653334029e-16
canonical,zero,373,0.008215951555142688,3.4790937817600595e-16
canonical,one,373,0.02197392959728414,7.616418940221613e-16
canonical,plus,373,0.01525556622081987,1.6428235455472162e-16
canonical,plus_i,373,0.012723568069907237,3.701818708696512e-16
canonical,zero,374,0.012818261587220705,4.497908332238732e-16
canonical,one,374,0.019161320278638365,5.646239335974879e-16
canonical,plus,374,0.007956659092753593,8.39682321881143e-16
canonical,plus_i,374,0.005585173655050851,5.496459767884688e-16
canonical,zero,375,0.011747047858655255,1.5766700458069662e-16
canonical,one,375,0.016729156325853645,7.612153726582082e-16
canonical,plus,375,0.020903793342141142,9.458220830791489e-17
canonical,plus_i,375,0.01489252994990148,2.833048284084989e-16
canonical,zero,376,0.010343774488079637,4.460264106176608e-16
canonical,one,376,0.017252154794550906,8.076982809788502e-16
canonical,plus,376,0.02241635564204861,3.489905160343447e-16
canonical,plus_i,376,0.007474496864995818,6.90249937041664e-16
canonical,zero,377,0.006918540736839321,2.350698832952389e-16
canonical,one,377,0.022757268981774333,4.929746028327963e-16
canonical,plus,377,0.015353599774294591,3.9643662297096456e-16
canonical,plus_i,377,0.021744615696672465,3.507687437357049e-16
canonical,zero,378,0.013679372297103521,4.474652501817258e-16
canonical,one,378,0.01722715899590566,1.8911914506544196e-16
canonical,plus,378,0.024594700309443118,3.6676429807746737e-16
canonical,plus_i,378,0.012376090549247099,3.5274363973704123e-16
canonical,zero,379,0.008538422384410877,3.375309255909492e-16
canonical,one,379,0.016814324577626837,6.030204217881338e-16
canonical,plus,379,0.019245067273824117,2.4081201737090646e-16
canonical,plus_i,379,0.003638492371838956,6.447727622039991e-16
canonical,zero,380,0.0070308265862710825,4.70502471417666e-16
canonical,one,380,0.018381041690249667,7.898164254228728e-16
canonical,plus,380,0.006942678997857396,8.347553535060392e-16
canonical,plus_i,380,0.015891480698246176,1.8258556894524934e-16
canonical,zero,381,0.012387526303041824,2.4402792243319913e-16
canonical,one,381,0.017105002669449886,3.0390262320798397e-16
canonical,plus,381,0.002859512147205674,2.503326790458424e-16
canonical,plus_i,381,0.011650381415480663,1.4715439580062433e-16
canonical,zero,382,0.007007678159686203,2.417972118641287e-16
canonical,one,382,0.018912078227919633,3.203886580406561e-16
canonical,plus,382,0.0023539178844475795,1.442952121802691e-16
canonical,plus_i,382,0.003076002091239129,4.59700110170256e-16
canonical,zero,383,0.009977233147407625,5.3558489938921874e-17
canonical,one,383,0.015227823989783252,3.0275149332209307e-16
canonical,plus,383,0.014458653962013146,4.378068247541332e-16
canonical,plus_i,383,0.009537641238646094,3.182409494120233e-16
canonical,zero,384,0.004299618484683387,1.307592769583729e-16
canonical,one,384,0.018786756625160925,5.132025660242176e-16
canonical,plus,384,0.01282257575833762,5.646121863167242e-16
canonical,plus_i,384,0.002932286274891314,3.7608958987583683e-16
canonical,zero,385,0.00974575940963781,1.2410435617560732e-16
canonical,one,385,0.020179669383353242,6.645155752312377e-16
canonical,plus,385,0.016381960310226113,1.06565194096316e-15
canonical,plus_i,385,0.015784562205889408,4.978429708418504e-16
canonical,zero,386,0.010636971308289878,1.1861082572693053e-16
canonical,one,386,0.017593201357996715,1.258080693833171e-15
canonical,plus,386,0.014982265862728446,4.871084716857792e-16
canonical,plus_i,386,0.004531845043318631,3.574084260684992e-16
canonical,zero,387,0.0077331922700147005,1.2993384464481483e-16
canonical,one,387,0.018913184332089845,5.478380361244589e-16
canonical,plus,387,0.012751030072135724,5.668953831191559e-16
canonical,plus_i,387,0.013466455452838371,7.138930501426275e-16
canonical,zero,388,0.011324060049085365,3.4029778128463576e-16
