resource,x,m,mode,sample,min_eig,projection_frobenius
canonical,1,0,raw,77,0.0040881266671888294,2.4441913854838194e-16
canonical,1,0,recovered,77,0.016791489437634918,3.5794044347598396e-16
canonical,1,0,raw,78,-0.0009493619040915225,0.0010962287017711376
canonical,1,0,recovered,78,0.021788753243956325,1.9576668587909693e-16
canonical,1,0,raw,79,-0.004066027651332247,0.004695044318058183
canonical,1,0,recovered,79,0.006185672429422973,5.738936808106597e-16
canonical,1,0,raw,80,0.009689072883358464,2.812457216139542e-16
canonical,1,0,recovered,80,0.017127751004239904,5.211480045156037e-16
canonical,1,0,raw,81,-0.001042502593672455,0.0012037783061754888
canonical,1,0,recovered,81,0.013652601853473906,2.8982668917145596e-16
canonical,1,0,raw,82,0.004598357624987231,4.830543024238622e-16
canonical,1,0,recovered,82,0.007651581948454442,2.587144024662106e-16
canonical,1,0,raw,83,-0.007590222011001408,0.00876443344252148
canonical,1,0,recovered,83,0.016922162886800162,6.142286925298447e-16
canonical,1,0,raw,84,-0.002055692387756579,0.0023737091068847666
canonical,1,0,recovered,84,0.012981769108072503,4.4146155991321923e-16
canonical,1,0,raw,85,-0.002596966570393,0.0029987186969856975
canonical,1,0,recovered,85,0.01606104701167231,4.594451231941401e-16
canonical,1,0,raw,86,0.007452742480720464,5.797591706755379e-16
canonical,1,0,recovered,86,0.012818986452469419,6.799077380396406e-16
canonical,1,0,raw,87,-0.0021143010039227357,0.0024413845075253607
canonical,1,0,recovered,87,-0.0004927729799203102,0.0005690052252127303
canonical,1,0,raw,88,0.004172379983908689,4.037075379325972e-16
canonical,1,0,recovered,88,0.010961354933936853,4.222469868617123e-16
canonical,1,0,raw,89,-0.004953648687374838,0.005719980806253159
canonical,1,0,recovered,89,0.0163269760785313,7.689857670913451e-16
canonical,1,0,raw,90,-0.006283959938683654,0.007256091924351715
canonical,1,0,recovered,90,0.009447704784193428,7.27662286044347e-16
canonical,1,0,raw,91,-0.003489049079985623,0.004028806851090912
canonical,1,0,recovered,91,0.010673156333119542,4.692099325539837e-16
canonical,1,0,raw,92,0.0087448457653015,3.392635520540939e-16
canonical,1,0,recovered,92,0.01699800535578857,4.367508716985042e-16
canonical,1,0,raw,93,-0.005041329171675485,0.005821225508680819
canonical,1,0,recovered,93,0.012832588095546075,2.541668793522862e-16
canonical,1,0,raw,94,-0.0070715530316621845,0.008165526092837617
canonical,1,0,recovered,94,0.013362606968154125,5.111613004084327e-16
canonical,1,0,raw,95,0.0011574006204316339,8.186746350382136e-16
canonical,1,0,recovered,95,0.010693345624800421,4.0339548183388495e-16
canonical,1,0,raw,96,-0.0007088773557001876,0.0008185410642715961
canonical,1,0,recovered,96,0.01601777694275156,6.549026275786229e-16
canonical,1,0,raw,97,-0.012461468741821271,0.014389264665177197
canonical,1,0,recovered,97,0.010310918129262065,1.9964799203728192e-16
canonical,1,0,raw,98,0.0048645998172842965,7.431819887411327e-16
canonical,1,0,recovered,98,0.011340381505394523,3.211208436613762e-16
canonical,1,0,raw,99,-0.011998831277077697,0.013855056935563388
canonical,1,0,recovered,99,0.01159466259419024,4.832996365282616e-16
canonical,1,0,raw,100,-0.0022589082191546727,0.0026083625368073663
canonical,1,0,recovered,100,0.010145712364055415,2.96382087596818e-16
canonical,1,0,raw,101,0.006757839197552032,1.1395606490167005e-15
canonical,1,0,recovered,101,0.019990196898696876,7.551504167571739e-16
canonical,1,0,raw,102,0.0032398288581990827,2.976814042878256e-16
canonical,1,0,recovered,102,0.009964929397761654,2.698624291280863e-16
canonical,1,0,raw,103,-0.002310935974293408,0.002668439013676276
canonical,1,0,recovered,103,0.019054170935229535,2.6814807619575085e-16
canonical,1,0,raw,104,0.0068909112637361575,7.471144577805229e-16
canonical,1,0,recovered,104,0.014126432597267523,5.523969317983054e-16
canonical,1,0,raw,105,-0.004951032840131701,0.0057169602860333004
canonical,1,0,recovered,105,0.011418018047744715,2.5742749893042263e-16
canonical,1,0,raw,106,-0.00344443770266156,0.003977294069677176
canonical,1,0,recovered,106,0.014285668478092282,5.933446139676177e-16
canonical,1,0,raw,107,-0.005279447526555628,0.006096180901258704
canonical,1,0,recovered,107,0.006822095298360394,3.2503032179140472e-16
canonical,1,0,raw,108,4.309280494934411e-05,3.014877536127516e-16
canonical,1,0,recovered,108,0.019900609830919323,4.035870609682778e-16
canonical,1,0,raw,109,-0.005098004442864321,0.005886668474835235
canonical,1,0,recovered,109,0.015696683552344166,3.293028823110796e-16
canonical,1,0,raw,110,0.0026671909335205988,9.631125529129507e-16
canonical,1,0,recovered,110,0.012845556394385584,4.609605360589888e-16
canonical,1,0,raw,111,-0.008984310693418672,0.010374188394657041
canonical,1,0,recovered,111,0.0200786190650245,6.08625404609605e-16
canonical,1,0,raw,112,0.007351198731875677,1.3311100796716582e-15
canonical,1,0,recovered,112,0.005131901038221317,2.320293974212336e-16
canonical,1,0,raw,113,0.003575490614499401,6.9953888684963805e-16
canonical,1,0,recovered,113,0.0018262421858261902,5.651622194299351e-16
canonical,1,0,raw,114,-0.006230567684976775,0.0071944398602511546
canonical,1,0,recovered,114,0.0028713510287227922,4.517859459803128e-16
canonical,1,0,raw,115,0.003760841100567464,9.124472339443002e-16
canonical,1,0,recovered,115,0.004574865564733912,3.8185791373448e-16
canonical,1,0,raw,116,0.012095471929897923,1.71314559870569e-15
canonical,1,0,recovered,116,0.005926717535420582,3.324383805864001e-16
canonical,1,0,raw,117,0.004800041257618773,5.875928924560231e-16
canonical,1,0,recovered,117,0.009505743312323707,2.9194550887474535e-16
canonical,1,0,raw,118,-0.000622592056324044,0.0007189073826279469
canonical,1,0,recovered,118,0.004951044084944268,5.22569791204078e-16
canonical,1,0,raw,119,0.007499179017321419,4.026464713187114e-16
canonical,1,0,recovered,119,0.006524990584797271,3.08739356986191e-16
canonical,1,0,raw,120,-0.013176584022043853,0.015215008664253453
canonical,1,0,recovered,120,0.00405967579929933,4.522408839007372e-16
canonical,1,0,raw,121,0.0019051931226156235,4.8701724385809315e-16
canonical,1,0,recovered,121,0.010215177591542128,5.727008343693403e-16
canonical,1,0,raw,122,-0.0062224682275368575,0.007185087412384484
canonical,1,0,recovered,122,0.01594138363130417,3.799689185678203e-16
canonical,1,0,raw,123,0.007116352963018092,5.122767954424235e-16
canonical,1,0,recovered,123,0.018259806887712747,5.687500146460164e-16
canonical,1,0,raw,124,0.003434110731130746,5.986257129729366e-16
canonical,1,0,recovered,124,0.007459679531145095,2.8092015138777565e-16
canonical,1,0,raw,125,0.0030241369661835695,9.670153739919355e-16
canonical,1,0,recovered,125,0.003306335418611699,7.994547175459595e-16
canonical,1,0,raw,126,-0.004211134979905026,0.004862599828484147
canonical,1,0,recovered,126,0.016169483391786,4.030790138800849e-16
canonical,1,0,raw,127,-5.270139613159862e-05,6.085433048629017e-05
canonical,1,0,recovered,127,0.009127144451967854,3.104338071919912e-16
canonical,1,0,raw,128,-0.0005667347951996753,0.0006544089731352376
canonical,1,0,recovered,128,0.01582781417489138,2.2524200323939955e-16
canonical,1,0,raw,129,0.009664703715642228,5.072101249507952e-16
canonical,1,0,recovered,129,0.010956989916014416,4.739340255300548e-16
canonical,1,0,raw,130,-0.002158710284245591,0.002492663927423236
canonical,1,0,recovered,130,0.012792471414869963,2.8777871061106704e-16
canonical,1,0,raw,131,-0.0005789434216322425,0.0006685062806500768
canonical,1,0,recovered,131,0.018253489595744302,2.0676710449164424e-16
canonical,1,0,raw,132,0.00377833073519315,4.52731670923114e-16
canonical,1,0,recovered,132,0.016826944948597256,5.672238235932119e-16
canonical,1,0,raw,133,-0.0012639289642347772,0.0014594594554751595
canonical,1,0,recovered,133,0.010112589389482621,4.1482249552174077e-16
canonical,1,0,raw,134,0.0052732512431717974,9.557486108209295e-16
canonical,1,0,recovered,134,0.014364741496921362,4.067713866288255e-16
canonical,1,0,raw,135,-0.008852866377483498,0.010222409572279658
canonical,1,0,recovered,135,0.021320229680371457,3.3819211644144426e-16
canonical,1,0,raw,136,0.010132302229857802,4.052391398343422e-16
canonical,1,0,recovered,136,0.009191386552490879,5.406343013700083e-16
canonical,1,0,raw,137,0.006525084782070876,6.076590744679111e-16
canonical,1,0,recovered,137,0.010169410265252896,2.1903674721881982e-16
canonical,1,0,raw,138,-0.005818586764008056,0.006718725269006657
canonical,1,0,recovered,138,0.007595582507602402,3.596111799491413e-16
canonical,1,0,raw,139,0.004488289242261699,4.431348487926318e-16
canonical,1,0,recovered,139,0.01754458474330506,2.842044449089742e-16
canonical,1,0,raw,140,0.0009045785872855453,4.169007600423412e-16
canonical,1,0,recovered,140,0.018917054631101587,2.265632871283855e-16
canonical,1,0,raw,141,-0.00029566840879635236,0.00034140847081894716
canonical,1,0,recovered,141,0.01910272531635665,3.104331539996386e-16
canonical,1,0,raw,142,-0.00467283656737127,0.005395726900101818
canonical,1,0,recovered,142,0.017925277555036,2.0026314733934118e-16
canonical,1,0,raw,143,-0.0040693313643008185,0.0046988591172017185
canonical,1,0,recovered,143,0.006075662639551825,2.321784967972641e-16
canonical,1,0,raw,144,0.003498443717705121,6.252941251054683e-16
canonical,1,0,recovered,144,0.02074836154885531,4.272150596625266e-16
canonical,1,0,raw,145,-0.0024031267773447617,0.0027748917835934664
canonical,1,0,recovered,145,0.016901869359020084,2.4444882914952134e-16
canonical,1,0,raw,146,0.0023587851108188306,3.7994416848793154e-16
canonical,1,0,recovered,146,0.007567958182686738,1.4970095731310677e-16
canonical,1,0,raw,147,0.0068919488060879145,2.1535388512981619e-16
canonical,1,0,recovered,147,0.01416318463160249,3.581500358711375e-16
canonical,1,0,raw,148,0.001535066326715172,3.7673577769455273e-16
canonical,1,0,recovered,148,0.010923006752527104,1.8611049551631828e-16
canonical,1,0,raw,149,-0.0035268397579237844,0.004072443767251809
canonical,1,0,recovered,149,0.011011137878728818,3.4038260858886165e-16
canonical,1,0,raw,150,-0.003238391190033486,0.003739372050614235
canonical,1,0,recovered,150,0.01567249715079603,8.672366662502666e-16
canonical,1,0,raw,151,-0.004803393664116431,0.0055464812500026165
canonical,1,0,recovered,151,0.014069257678487436,7.4986726829518e-16
canonical,1,0,raw,152,0.0004413463321917429,7.821438981051183e-16
canonical,1,0,recovered,152,0.014636017440568055,3.2072650383082297e-16
canonical,1,0,raw,153,-0.0019716856107087955,0.0022767064362004953
canonical,1,0,recovered,153,0.017942412986210608,2.1944166263257615e-16
canonical,1,0,raw,154,-0.001301250998022277,0.0015025552279827124
canonical,1,0,recovered,154,0.01697792046218123,1.3192285833689808e-16
canonical,1,0,raw,155,-0.0020011873269579843,0.002310772083836162
canonical,1,0,recovered,155,0.013464082679678534,7.446071931689973e-16
canonical,1,0,raw,156,-0.00568561573473307,0.006565183549913663
canonical,1,0,recovered,156,0.006943082278981668,4.836505220510977e-16
canonical,1,0,raw,157,0.0003397165783469758,7.921914425466353e-16
canonical,1,0,recovered,157,0.01939299855480376,4.3910825117132066e-16
canonical,1,0,raw,158,0.011871931950316902,8.63782775321144e-16
canonical,1,0,recovered,158,0.01133628077903627,4.606708559555635e-16
canonical,1,0,raw,159,-0.007458672163588675,0.008612532762890302
canonical,1,0,recovered,159,0.012115827360603145,2.9704337878890083e-16
canonical,1,0,raw,160,-0.005826432398583628,0.006727784627475044
canonical,1,0,recovered,160,0.016287354100106267,3.1754576993995183e-16
canonical,1,0,raw,161,-0.0038823173252321066,0.004482913905604731
canonical,1,0,recovered,161,0.016773958857328148,6.697947954430703e-16
canonical,1,0,raw,162,-0.0092328915243263,0.01066122481393675
canonical,1,0,recovered,162,0.00876026742058106,4.226468721049623e-16
canonical,1,0,raw,163,-0.0011612118777330116,0.0013408519803907411
canonical,1,0,recovered,163,0.00993673895227846,6.569995998955595e-16
canonical,1,0,raw,164,0.0015102728431139586,3.950320930442704e-16
canonical,1,0,recovered,164,0.01616067801034439,5.437223630175269e-16
canonical,1,0,raw,165,-0.007124454031157461,0.008226610905435654
canonical,1,0,recovered,165,0.020955561905267168,5.069375055973743e-16
canonical,1,0,raw,166,-0.009502598050063987,0.010972655084410666
canonical,1,0,recovered,166,0.009218425764453883,3.7851769597667277e-16
canonical,1,0,raw,167,-0.012431580504583912,0.01435475270154805
canonical,1,0,recovered,167,0.015651471303707216,1.845891691610833e-16
canonical,1,0,raw,168,0.00012753485114745764,8.161629688477179e-16
canonical,1,0,recovered,168,0.0034906033863645086,4.245507564809333e-16
canonical,1,0,raw,169,0.0013533802585250147,4.811630120594397e-16
canonical,1,0,recovered,169,0.003743986951267684,2.3697202290010805e-16
canonical,1,0,raw,170,-0.0045966185374534604,0.005307717899921363
canonical,1,0,recovered,170,0.0022522470986000194,4.663491194693238e-16
canonical,1,0,raw,171,0.00806058824090727,5.44106533499615e-16
canonical,1,0,recovered,171,0.018852712839699127,2.2601805967730686e-16
canonical,1,0,raw,172,-0.0030163800393708338,0.0034830156554179954
canonical,1,0,recovered,172,0.015926341602041323,2.680842411854644e-16
canonical,1,0,raw,173,-0.0012427386594564306,0.0014349909991392005
canonical,1,0,recovered,173,0.020946114764918276,2.5769147908317785e-16
canonical,1,0,raw,174,0.0027695266922427944,4.794671031920969e-16
canonical,1,0,recovered,174,0.017848065650517164,4.1557572515121376e-16
canonical,1,0,raw,175,-0.011989383965935643,0.013844148120301361
canonical,1,0,recovered,175,0.004620551406388976,3.037624146634114e-16
canonical,1,0,raw,176,0.004076222483857133,8.869527643775411e-16
canonical,1,0,recovered,176,0.009245312052233091,5.609441381889165e-16
canonical,1,0,raw,177,0.002282624576653508,1.0435069164238123e-15
canonical,1,0,recovered,177,0.0166083081203253,2.7153894816921266e-16
canonical,1,0,raw,178,-0.006255706852315023,0.007223468070310839
canonical,1,0,recovered,178,0.015577083551229396,4.3108881853264297e-16
canonical,1,0,raw,179,-0.004596866427712338,0.005308004138937071
canonical,1,0,recovered,179,0.01866769363490654,3.2873042052526904e-16
canonical,1,0,raw,180,-0.006365943129328263,0.007350757958727114
canonical,1,0,recovered,180,0.00573724143623702,1.1365500605521996e-16
canonical,1,0,raw,181,0.0028308119127095225,3.1184655118396865e-16
canonical,1,0,recovered,181,0.01773464847486118,4.496833563706961e-16
canonical,1,0,raw,182,-0.003454703269071503,0.003989147724737233
canonical,1,0,recovered,182,0.014562430966969611,6.945981643852202e-16
canonical,1,0,raw,183,-0.005136806529647049,0.005931473265333391
canonical,1,0,recovered,183,0.010450972918722235,5.101532417450817e-16
canonical,1,0,raw,184,-0.005680623960307373,0.00655941954529705
canonical,1,0,recovered,184,0.02101711581020812,9.65122625602197e-16
canonical,1,0,raw,185,-0.006383486364778784,0.007371015142146847
canonical,1,0,recovered,185,0.009011458147237483,4.567931225996007e-16
canonical,1,0,raw,186,-0.00632581554740602,0.007304422618277469
canonical,1,0,recovered,186,0.016602740908044252,2.590131533149033e-16
canonical,1,0,raw,187,0.009054186822154421,8.071247807042216e-16
canonical,1,0,recovered,187,0.008257209091411564,3.057952970321962e-16
canonical,1,0,raw,188,-0.0023141700489136803,0.002672173401381392
canonical,1,0,recovered,188,0.021912677279567493,5.022659448822356e-16
canonical,1,0,raw,189,-0.0034042343866894334,0.003930871279079413
canonical,1,0,recovered,189,0.009223486246440942,2.8455876942649847e-16
canonical,1,0,raw,190,-0.002496170904866034,0.0028823298877354788
canonical,1,0,recovered,190,0.0079207919674701,6.972447440494637e-16
canonical,1,0,raw,191,-0.0007939101507511687,0.0009167284784970557
canonical,1,0,recovered,191,0.015713951088972285,1.632542078980499e-16
canonical,1,0,raw,192,0.0023048954729180567,6.024115340017629e-16
canonical,1,0,recovered,192,0.007551909172729147,2.257532834648368e-16
canonical,1,0,raw,193,-0.005018570317433644,0.005794945847434339
canonical,1,0,recovered,193,0.011854547147030539,2.048167813377825e-16
canonical,1,0,raw,194,-0.006992508274293449,0.008074253068947847
canonical,1,0,recovered,194,0.011396626484877043,2.1423308183940514e-16
canonical,1,0,raw,195,-0.002742752327357018,0.0031670575890400798
canonical,1,0,recovered,195,0.013652107450633688,2.0913043024926356e-16
canonical,1,0,raw,196,0.003640892852907728,7.298579741233987e-16
canonical,1,0,recovered,196,0.01650571843099435,2.682259203112619e-16
canonical,1,0,raw,197,0.003659693319553061,4.446928399771783e-16
canonical,1,0,recovered,197,0.01800996827556019,5.056824004147057e-16
canonical,1,0,raw,198,-0.010815400353516889,0.01248854861099321
canonical,1,0,recovered,198,0.014599098283896727,3.6169556470739645e-16
canonical,1,0,raw,199,-0.0048025933327035435,0.005545557106889412
canonical,1,0,recovered,199,0.014546358171116719,3.426781465811907e-16
canonical,1,0,raw,200,0.005267897973584479,4.130693602847315e-16
canonical,1,0,recovered,200,0.016695011266507756,4.415446325972093e-16
canonical,1,0,raw,201,0.0017969566379264868,4.664390469361333e-16
canonical,1,0,recovered,201,0.015325309222060352,4.348460137891365e-16
canonical,1,0,raw,202,-0.005597449528548084,0.0064633779841652625
canonical,1,0,recovered,202,0.0026411101309184045,3.8462215330042894e-16
canonical,1,0,raw,203,-0.00422661097143114,0.004880469964231165
canonical,1,0,recovered,203,0.010622305842485651,2.477986225639314e-16
canonical,1,0,raw,204,0.0012246008411257862,4.330698158459667e-16
canonical,1,0,recovered,204,0.010308821291603206,5.41083930975993e-16
canonical,1,0,raw,205,0.0011090552575697377,6.614169288430821e-16
canonical,1,0,recovered,205,0.014282340968853089,2.627764323399098e-16
canonical,1,0,raw,206,-0.0005006407637983971,0.0005780901594925343
canonical,1,0,recovered,206,0.017235883217237135,3.4661711148769807e-16
canonical,1,0,raw,207,-0.001268771938465661,0.0014650516404268457
canonical,1,0,recovered,207,0.015370068586246965,4.3810794699906303e-16
canonical,1,0,raw,208,-0.007630029456786374,0.008810399121600827
canonical,1,0,recovered,208,0.020412673561038944,6.116508658979566e-16
canonical,1,0,raw,209,-0.0014394913709679478,0.0016621814610488748
canonical,1,0,recovered,209,0.018853880126721286,3.043335220003758e-16
canonical,1,0,raw,210,0.003775823995414843,4.3953507933317675e-16
canonical,1,0,recovered,210,0.007789688486230113,6.262676850322883e-16
canonical,1,0,raw,211,0.0014021420251806762,1.27184358915025e-15
canonical,1,0,recovered,211,0.014309699956767587,1.5055660950544926e-16
canonical,1,0,raw,212,0.0053573981483007755,8.269067175462038e-16
canonical,1,0,recovered,212,0.008938030838531123,7.704819405020728e-16
canonical,1,0,raw,213,0.002101483363483671,4.919711408080579e-16
canonical,1,0,recovered,213,0.012809659385414965,3.8154157404169813e-16
canonical,1,0,raw,214,-0.006369903990306536,0.007355331567030879
canonical,1,0,recovered,214,0.009874693732755896,1.8061962157693974e-16
canonical,1,0,raw,215,-0.010635934034085701,0.012281318755325014
canonical,1,0,recovered,215,0.013295317484052695,3.009870208302481e-16
canonical,1,0,raw,216,-0.005068144005806087,0.00585218861208778
canonical,1,0,recovered,216,0.012225500809978774,6.201437968953113e-16
canonical,1,0,raw,217,-0.00485563017188978,0.005606798773651728
canonical,1,0,recovered,217,0.015962796778925897,1.1172018178033478e-16
canonical,1,0,raw,218,-0.004249316559106384,0.004906688118543996
canonical,1,0,recovered,218,0.01267187061704106,7.474215183009155e-16
canonical,1,0,raw,219,-0.0010865754700890018,0.0012546692803014053
canonical,1,0,recovered,219,0.013801530871557985,2.8275298394673305e-16
canonical,1,0,raw,220,0.009733902470217631,9.654768662091883e-16
canonical,1,0,recovered,220,0.020278864737046775,2.738570211936125e-16
canonical,1,0,raw,221,-0.006525443132541649,0.007534932698308927
canonical,1,0,recovered,221,0.01581394378671776,3.6728168336658546e-16
canonical,1,0,raw,222,0.003612853034416543,5.879868188504005e-16
canonical,1,0,recovered,222,0.017254019219024763,5.070680844472116e-16
canonical,1,0,raw,223,0.008711722177222382,1.060692977648589e-15
canonical,1,0,recovered,223,0.014846981921364303,6.443604607318073e-16
canonical,1,0,raw,224,-0.0012120501012390095,0.0013995549044430948
canonical,1,0,recovered,224,0.02415811365853181,2.6936993702188377e-16
canonical,1,0,raw,225,0.0015507983271955935,8.595944056634259e-16
canonical,1,0,recovered,225,0.01434086333204198,3.409098528841348e-16
canonical,1,0,raw,226,-0.0037984877338252884,0.004386115831275009
canonical,1,0,recovered,226,0.01565840405664909,4.570219658827189e-16
canonical,1,0,raw,227,-0.011825629102422065,0.013655060291240322
canonical,1,0,recovered,227,0.008400094467694894,4.0979193531181995e-16
canonical,1,0,raw,228,0.003723756751088546,5.090534143388802e-16
canonical,1,0,recovered,228,0.011555728752164398,3.099829384571366e-16
canonical,1,0,raw,229,-0.005947700158661574,0.006867812575324823
canonical,1,0,recovered,229,0.014420646247061108,4.252319981920759e-16
canonical,1,0,raw,230,-0.0002586467399134762,0.0002986595298282874
canonical,1,0,recovered,230,0.014971583414185287,4.40131601504174e-16
canonical,1,0,raw,231,0.0022533046456437032,1.399473851492901e-15
canonical,1,0,recovered,231,0.016890772275528293,8.531065996642552e-17
canonical,1,0,raw,232,-0.001859564688303935,0.0021472403467355464
canonical,1,0,recovered,232,0.005768340853966196,6.276546854979393e-16
canonical,1,0,raw,233,-0.003533110313320429,0.0040796843809443525
canonical,1,0,recovered,233,0.02033501783396773,5.571130004619987e-16
canonical,1,0,raw,234,-0.0061190363174053125,0.0070656545300701165
canonical,1,0,recovered,234,0.018098637955174975,3.144637894061417e-16
canonical,1,0,raw,235,0.00843674020773606,6.631152085044863e-16
canonical,1,0,recovered,235,0.01130476255337179,3.4970278461899944e-16
canonical,1,0,raw,236,0.00011588883500923214,1.5645474855617053e-15
canonical,1,0,recovered,236,0.012793375085146188,4.1262467262632566e-16
canonical,1,0,raw,237,-0.00286102440347456,0.0033036264190085462
canonical,1,0,recovered,237,0.014547758824577279,2.5677318242464574e-16
canonical,1,0,raw,238,0.010314057784632125,3.1651469644963326e-16
canonical,1,0,recovered,238,0.01374231788419385,4.65410600945391e-16
canonical,1,0,raw,239,-0.0027947274877940563,0.0032270733347790404
canonical,1,0,recovered,239,0.011650155975508282,1.7852347771739585e-16
canonical,1,0,raw,240,-0.0031726830220510406,0.003663498793668789
canonical,1,0,recovered,240,0.014939460510144503,4.143711203614253e-16
canonical,1,0,raw,241,-0.0004888809102571445,0.0005645110502771033
canonical,1,0,recovered,241,0.011913550534296479,1.1140787993635954e-16
canonical,1,0,raw,242,0.011308788460408774,9.325959965149848e-16
canonical,1,0,recovered,242,0.003606876070364666,3.328980226694327e-16
canonical,1,0,raw,243,-0.0023605120845306866,0.002725684574858187
canonical,1,0,recovered,243,0.008742619150655332,2.4613519417818124e-16
canonical,1,0,raw,244,-0.00882448294022461,0.010189635201995706
canonical,1,0,recovered,244,0.022239539322631955,9.742300711378684e-16
canonical,1,0,raw,245,-0.004684367766133179,0.005409041981520349
canonical,1,0,recovered,245,0.01972475836838813,2.8706725394309634e-16
canonical,1,0,raw,246,-0.002838469428895851,0.0032775821777190806
canonical,1,0,recovered,246,0.014827452959534287,4.2352706137954086e-16
canonical,1,0,raw,247,-0.0032489817332108065,0.003751600956522612
canonical,1,0,recovered,247,0.01980182898993808,2.411839352003905e-16
canonical,1,0,raw,248,-0.010263352846843928,0.011851099057826775
canonical,1,0,recovered,248,0.01793426233537205,3.787416309075865e-16
canonical,1,0,raw,249,-0.006097822323513626,0.007041158719902214
canonical,1,0,recovered,249,0.01309005920523581,5.771030448385967e-16
canonical,1,0,raw,250,-0.006753616335730482,0.007798404418874808
canonical,1,0,recovered,250,0.014610037596873229,1.9888890240129278e-16
canonical,1,0,raw,251,-0.0036081890423110006,0.0041663778297306815
canonical,1,0,recovered,251,0.00872922178282126,3.08524125767689e-16
canonical,1,0,raw,252,-0.011211670130275376,0.01294612153555933
canonical,1,0,recovered,252,0.013165200487654254,3.133002867503369e-16
canonical,1,0,raw,253,0.0061230110381751334,5.56021290151162e-16
canonical,1,0,recovered,253,0.020080870378950115,3.9588626478856486e-16
canonical,1,0,raw,254,-0.000993179137172921,0.0011468244844008825
canonical,1,0,recovered,254,0.011974470909151328,2.895117839274252e-16
canonical,1,0,raw,255,0.009366799419995376,3.966736455692591e-16
canonical,1,0,recovered,255,0.010514472119680877,1.546776374857594e-16
canonical,1,0,raw,256,0.0032608063227419952,4.965841007853432e-16
canonical,1,0,recovered,256,0.009911468253228337,1.3123558584073058e-16
canonical,1,0,raw,257,0.001816421977391379,4.752497298825495e-16
canonical,1,0,recovered,257,0.008100039632903684,3.87793670702053e-16
canonical,1,0,raw,258,-0.006073677919624525,0.007013279163732607
canonical,1,0,recovered,258,0.011139208169736473,2.931182230684779e-16
canonical,1,0,raw,259,-0.0010897400740590062,0.0012583234502091191
canonical,1,0,recovered,259,0.014084514633466275,1.8281744889333642e-16
canonical,1,0,raw,260,0.0011838584343963608,7.156248330338061e-16
canonical,1,0,recovered,260,0.01059217946274287,6.184484208317709e-16
canonical,1,0,raw,261,-0.0026381422443256656,0.003046264269843852
canonical,1,0,recovered,261,0.014312972707608061,3.442626168835652e-16
canonical,1,0,raw,262,-0.007627996812673505,0.00880805202634945
canonical,1,0,recovered,262,0.023202729870310294,6.503029909858759e-16
canonical,1,0,raw,263,-0.011820628755368094,0.013649286387804884
canonical,1,0,recovered,263,0.008044338675892862,2.4315307151122375e-16
canonical,1,0,raw,264,-0.006200084275196323,0.007159240650566002
canonical,1,0,recovered,264,0.017018439683223894,5.774497425470802e-16
canonical,1,0,raw,265,-0.0029925029210236456,0.003455444734007382
canonical,1,0,recovered,265,0.014407665512949074,4.467700243614511e-16
canonical,1,0,raw,266,0.003621546771568575,8.501624065145153e-16
canonical,1,0,recovered,266,0.01214084556389986,4.378545070690006e-16
canonical,1,0,raw,267,0.0023497784163664633,6.140192900577005e-16
canonical,1,0,recovered,267,0.013694538345223,3.1868093720193247e-16
canonical,1,0,raw,268,-0.0024689839681885446,0.0028509371173171564
canonical,1,0,recovered,268,0.014521634762905399,3.302769542229221e-16
canonical,1,0,raw,269,-0.0018874341372545295,0.002179421214443005
canonical,1,0,recovered,269,0.017831721150212903,5.844852158713099e-16
canonical,1,0,raw,270,-0.0007108483362271058,0.0008208169565475989
canonical,1,0,recovered,270,0.011938365592907434,3.0272788556301084e-16
canonical,1,0,raw,271,-0.0017122595714391513,0.001977147048985794
canonical,1,0,recovered,271,0.015195843104295144,2.972565224743959e-16
canonical,1,0,raw,272,0.003706319570478125,3.5613095580889936e-16
canonical,1,0,recovered,272,0.016880692659677628,1.7942022766087117e-16
canonical,1,0,raw,273,-0.0051164959055809926,0.0059080205767895085
canonical,1,0,recovered,273,0.02100610257909714,5.643229710249858e-16
canonical,1,0,raw,274,1.4158781479665741e-05,1.2627982663605648e-15
canonical,1,0,recovered,274,0.015219389031237146,3.406659498429351e-16
canonical,1,0,raw,275,-0.004365671177751968,0.005041042859336993
canonical,1,0,recovered,275,0.011062400876195762,6.056598275617447e-16
canonical,1,0,raw,276,-0.0032423456375409655,0.003743938253280225
canonical,1,0,recovered,276,0.015553075317307749,6.141303932775238e-16
canonical,1,0,raw,277,0.0004813997105679923,7.643184548218486e-16
canonical,1,0,recovered,277,0.018191395850742496,5.815755855752891e-16
canonical,1,0,raw,278,-0.0006388901769984209,0.0007377268313451487
canonical,1,0,recovered,278,0.007866193250173514,2.571987163486521e-16
canonical,1,0,raw,279,-0.00812734178176221,0.009384645930992934
canonical,1,0,recovered,279,0.014527699087285842,4.4125105051539e-16
canonical,1,0,raw,280,0.005695581943009609,1.2060863793967229e-15
canonical,1,0,recovered,280,0.009178306865491837,5.996014041794019e-16
canonical,1,0,raw,281,0.0013828862365633581,1.092576001266055e-15
canonical,1,0,recovered,281,0.01722929049347855,3.387078127613291e-16
canonical,1,0,raw,282,-0.006914712495996317,0.00798442224186453
canonical,1,0,recovered,282,0.012731667763158403,2.935465318603743e-16
canonical,1,0,raw,283,0.00023355573428689502,3.435836855670329e-16
canonical,1,0,recovered,283,0.00820906110943998,4.611005661493863e-16
